x_value,y_value
-10.0,0.04024123848644461
-9.999599999999853,0.040639712205420266
-9.998299999999853,0.041934299453026604
-9.996999999999852,0.04322817813292106
-9.995699999999852,0.04452132647727383
-9.994399999999851,0.045813722736277714
-9.99309999999985,0.0471053451785107
-9.99179999999985,0.048396172091298
-9.99049999999985,0.0496861817810736
-9.98919999999985,0.05097535257374128
-9.987899999999849,0.052263662815035125
-9.986599999999848,0.053551090870879524
-9.985299999999848,0.0548376151277486
-9.983999999999847,0.05612321399302515
-9.982699999999847,0.057407865895359005
-9.981399999999846,0.058691549285024854
-9.980099999999846,0.05997424263427952
-9.978799999999845,0.06125592443771868
-9.977499999999845,0.06253657321263298
-9.976199999999844,0.06381616749936365
-9.974899999999844,0.06509468586165748
-9.973599999999843,0.06637210688702122
-9.972299999999843,0.06764840918707542
-9.970999999999842,0.06892357139790764
-9.969699999999841,0.07019757218042512
-9.968399999999841,0.07147039022070675
-9.96709999999984,0.07274200423035454
-9.96579999999984,0.07401239294684435
-9.96449999999984,0.07528153513387612
-9.963199999999839,0.07654940958172338
-9.961899999999838,0.07781599510758215
-9.960599999999838,0.07908127055591926
-9.959299999999837,0.08034521479881991
-9.957999999999837,0.08160780673633468
-9.956699999999836,0.08286902529682584
-9.955399999999836,0.08412884943731302
-9.954099999999835,0.08538725814381817
-9.952799999999835,0.08664423043170989
-9.951499999999834,0.08789974534604707
-9.950199999999834,0.08915378196192182
-9.948899999999833,0.09040631938480177
-9.947599999999833,0.09165733675087162
-9.946299999999832,0.09290681322737401
-9.944999999999832,0.09415472801294969
-9.943699999999831,0.09540106033797695
-9.94239999999983,0.09664578946491038
-9.94109999999983,0.09788889468861889
-9.93979999999983,0.09913035533672299
-9.938499999999829,0.10037015076993132
-9.937199999999828,0.10160826038237653
-9.935899999999828,0.10284466360195027
-9.934599999999827,0.10407933989063763
-9.933299999999827,0.10531226874485061
-9.931999999999826,0.106543429695761
-9.930699999999826,0.1077728023096324
-9.929399999999825,0.10900036618815154
-9.928099999999825,0.11022610096875875
-9.926799999999824,0.1114499863249777
-9.925499999999824,0.11267200196674437
-9.924199999999823,0.11389212764073521
-9.922899999999823,0.11511034313069446
-9.921599999999822,0.11632662825776076
-9.920299999999822,0.11754096288079287
-9.918999999999821,0.11875332689669466
-9.91769999999982,0.11996370024073919
-9.91639999999982,0.12117206288689208
-9.91509999999982,0.122378394848134
-9.913799999999819,0.12358267617678224
-9.912499999999818,0.12478488696481167
-9.911199999999818,0.12598500734417462
-9.909899999999817,0.12718301748712005
-9.908599999999817,0.12837889760651186
-9.907299999999816,0.12957262795614635
-9.905999999999816,0.13076418883106872
-9.904699999999815,0.13195356056788884
-9.903399999999815,0.13314072354509612
-9.902099999999814,0.1343256581833734
-9.900799999999814,0.13550834494591008
-9.899499999999813,0.13668876433871435
-9.898199999999813,0.13786689691092455
-9.896899999999812,0.13904272325511946
-9.895599999999812,0.140216224007628
-9.894299999999811,0.14138737984883773
-9.89299999999981,0.1425561715035026
-9.89169999999981,0.14372257974104982
-9.89039999999981,0.1448865853758857
-9.889099999999809,0.14604816926770064
-9.887799999999809,0.14720731232177317
-9.886499999999808,0.14836399548927307
-9.885199999999807,0.14951819976756356
-9.883899999999807,0.15066990620050255
-9.882599999999806,0.1518190958787429
-9.881299999999806,0.15296574994003184
-9.879999999999805,0.15410984956950932
-9.878699999999805,0.15525137600000546
-9.877399999999804,0.15639031051233707
-9.876099999999804,0.15752663443560308
-9.874799999999803,0.15866032914747916
-9.873499999999803,0.1597913760745113
-9.872199999999802,0.16091975669240832
-9.870899999999802,0.16204545252633357
-9.869599999999801,0.16316844515119547
-9.8682999999998,0.16428871619193722
-9.8669999999998,0.16540624732382533
-9.8656999999998,0.16652102027273738
-9.864399999999799,0.1676330168154485
-9.863099999999799,0.1687422187799171
-9.861799999999798,0.16984860804556942
-9.860499999999798,0.17095216654358314
-9.859199999999797,0.17205287625716995
-9.857899999999796,0.173150719221857
-9.856599999999796,0.1742456775257676
-9.855299999999795,0.1753377333099005
-9.853999999999795,0.17642686876840838
-9.852699999999794,0.17751306614887533
-9.851399999999794,0.1785963077525931
-9.850099999999793,0.17967657593483646
-9.848799999999793,0.1807538531051374
-9.847499999999792,0.1818281217275583
-9.846199999999792,0.18289936432096418
-9.844899999999791,0.18396756345929358
-9.84359999999979,0.18503270177182865
-9.84229999999979,0.1860947619434641
-9.84099999999979,0.18715372671497493
-9.83969999999979,0.18820957888328327
-9.838399999999789,0.18926230130172397
-9.837099999999788,0.1903118768803093
-9.835799999999788,0.1913582885859923
-9.834499999999787,0.1924015194429293
-9.833199999999787,0.1934415525327411
-9.831899999999786,0.1944783709947732
-9.830599999999786,0.1955119580263549
-9.829299999999785,0.19654229688305727
-9.827999999999784,0.19756937087894996
-9.826699999999784,0.19859316338685695
-9.825399999999783,0.19961365783861115
-9.824099999999783,0.20063083772530793
-9.822799999999782,0.20164468659755744
-9.821499999999782,0.2026551880657358
-9.820199999999781,0.20366232580023524
-9.81889999999978,0.20466608353171306
-9.81759999999978,0.20566644505133935
-9.81629999999978,0.2066633942110437
-9.81499999999978,0.20765691492376076
-9.813699999999779,0.20864699116367444
-9.812399999999778,0.20963360696646122
-9.811099999999778,0.21061674642953218
-9.809799999999777,0.21159639371227384
-9.808499999999777,0.21257253303628787
-9.807199999999776,0.21354514868562957
-9.805899999999776,0.2145142250070453
-9.804599999999775,0.21547974641020867
-9.803299999999775,0.21644169736795546
-9.801999999999774,0.2174000624165175
-9.800699999999773,0.21835482615575524
-9.799399999999773,0.21930597324938933
-9.798099999999772,0.22025348842523068
-9.796799999999772,0.2211973564754096
-9.795499999999771,0.22213756225660375
-9.79419999999977,0.22307409069026457
-9.79289999999977,0.22400692676284292
-9.79159999999977,0.22493605552601326
-9.79029999999977,0.2258614620968966
-9.788999999999769,0.22678313165828237
-9.787699999999768,0.2277010494588491
-9.786399999999768,0.2286152008133836
-9.785099999999767,0.22952557110299932
-9.783799999999767,0.23043214577535312
-9.782499999999766,0.23133491034486103
-9.781199999999766,0.2322338503929127
-9.779899999999765,0.2331289515680846
-9.778599999999765,0.23402019958635217
-9.777299999999764,0.23490758023130032
-9.775999999999764,0.23579107935433313
-9.774699999999763,0.23667068287488208
-9.773399999999762,0.237546376780613
-9.772099999999762,0.23841814712763187
-9.770799999999761,0.23928598004068943
-9.769499999999761,0.24014986171338426
-9.76819999999976,0.24100977840836493
-9.76689999999976,0.24186571645753063
-9.76559999999976,0.2427176622622307
-9.764299999999759,0.24356560229346286
-9.762999999999758,0.24440952309207006
-9.761699999999758,0.24524941126893626
-9.760399999999757,0.2460852535051807
-9.759099999999757,0.24691703655235114
-9.757799999999756,0.2477447472326156
-9.756499999999756,0.24856837243895297
-9.755199999999755,0.24938789913534226
-9.753899999999755,0.2502033143569506
-9.752599999999754,0.25101460521031993
-9.751299999999754,0.25182175887355246
-9.749999999999753,0.2526247625964947
-9.748699999999753,0.2534236037009203
-9.747399999999752,0.2542182695807117
-9.746099999999752,0.25500874770204013
-9.744799999999751,0.2557950256035447
-9.74349999999975,0.25657709089651015
-9.74219999999975,0.2573549312650427
-9.74089999999975,0.2581285344662456
-9.739599999999749,0.2588978883303925
-9.738299999999748,0.2596629807610999
-9.736999999999748,0.26042379973549823
-9.735699999999747,0.26118033330440166
-9.734399999999747,0.26193256959247646
-9.733099999999746,0.26268049679840816
-9.731799999999746,0.26342410319506737
-9.730499999999745,0.26416337712967414
-9.729199999999745,0.2648983070239612
-9.727899999999744,0.2656288813743359
-9.726599999999744,0.2663550887520403
-9.725299999999743,0.2670769178033108
-9.723999999999743,0.2677943572495357
-9.722699999999742,0.26850739588741174
-9.721399999999742,0.2692160225890992
-9.720099999999741,0.2699202263023759
-9.71879999999974,0.2706199960507894
-9.71749999999974,0.2713153209338084
-9.71619999999974,0.2720061901269723
-9.714899999999739,0.27269259288203984
-9.713599999999738,0.2733745185271361
-9.712299999999738,0.2740519564668983
-9.710999999999737,0.2747248961826201
-9.709699999999737,0.2753933272323947
-9.708399999999736,0.27605723925125664
-9.707099999999736,0.276716621951322
-9.705799999999735,0.27737146512192756
-9.704499999999735,0.27802175862976813
-9.703199999999734,0.27866749241903316
-9.701899999999734,0.2793086565115414
-9.700599999999733,0.2799452410068746
-9.699299999999733,0.28057723608250973
-9.697999999999732,0.28120463199394957
-9.696699999999732,0.2818274190748524
-9.695399999999731,0.2824455877371601
-9.69409999999973,0.28305912847122466
-9.69279999999973,0.28366803184593375
-9.69149999999973,0.28427228850883457
-9.690199999999729,0.2848718891862566
-9.688899999999729,0.2854668246834327
-9.687599999999728,0.2860570858846191
-9.686299999999727,0.2866426637532138
-9.684999999999727,0.2872235493318738
-9.683699999999726,0.2877997337426306
-9.682399999999726,0.288371208187005
-9.681099999999725,0.2889379639461196
-9.679799999999725,0.2894999923808107
-9.678499999999724,0.29005728493173855
-9.677199999999724,0.29060983311949595
-9.675899999999723,0.291157628544716
-9.674599999999723,0.291700662888178
-9.673299999999722,0.29223892791091205
-9.671999999999722,0.2927724154543027
-9.670699999999721,0.2933011174401906
-9.66939999999972,0.2938250258709731
-9.66809999999972,0.29434413282970334
-9.66679999999972,0.29485843048018817
-9.665499999999719,0.2953679110670844
-9.664199999999719,0.29587256691599373
-9.662899999999718,0.2963723904335566
-9.661599999999718,0.2968673741075441
-9.660299999999717,0.29735751050694886
-9.658999999999716,0.2978427922820746
-9.657699999999716,0.29832321216462404
-9.656399999999715,0.2987987629677855
-9.655099999999715,0.2992694375863183
-9.653799999999714,0.29973522899663635
-9.652499999999714,0.30019613025689085
-9.651199999999713,0.30065213450705125
-9.649899999999713,0.3011032349689849
-9.648599999999712,0.30154942494653525
-9.647299999999712,0.30199069782559884
-9.645999999999711,0.3024270470742007
-9.64469999999971,0.3028584662425685
-9.64339999999971,0.3032849489632051
-9.64209999999971,0.3037064889509599
-9.64079999999971,0.30412308000309873
-9.639499999999709,0.3045347159993723
-9.638199999999708,0.3049413909020834
-9.636899999999708,0.3053430987561523
-9.635599999999707,0.30573983368918145
-9.634299999999707,0.306131589911518
-9.632999999999706,0.3065183617163155
-9.631699999999705,0.30690014347959393
-9.630399999999705,0.30727692966029835
-9.629099999999704,0.3076487148003563
-9.627799999999704,0.3080154935247336
-9.626499999999703,0.3083772605414889
-9.625199999999703,0.3087340106418267
-9.623899999999702,0.3090857387001491
-9.622599999999702,0.3094324396741062
-9.621299999999701,0.3097741086046448
-9.6199999999997,0.31011074061605604
-9.6186999999997,0.3104423309160214
-9.6173999999997,0.31076887479565757
-9.6160999999997,0.31109036762955955
-9.614799999999699,0.3114068048758427
-9.613499999999698,0.31171818207618324
-9.612199999999698,0.3120244948558572
-9.610899999999697,0.31232573892377846
-9.609599999999697,0.31262191007253476
-9.608299999999696,0.3129130041784227
-9.606999999999696,0.31319901720148136
-9.605699999999695,0.31347994518552436
-9.604399999999695,0.3137557842581706
-9.603099999999694,0.31402653063087355
-9.601799999999693,0.3142921805989493
-9.600499999999693,0.3145527305416031
-9.599199999999692,0.3148081769219544
-9.597899999999692,0.31505851628706066
-9.596599999999691,0.3153037452679398
-9.59529999999969,0.31554386057959116
-9.59399999999969,0.315778859021015
-9.59269999999969,0.31600873747523067
-9.59139999999969,0.31623349290929365
